STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HKG,"Hong Kong SAR, China",WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y_GE9,9 years old and over,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,230500.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HKG,"Hong Kong SAR, China",WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,684871.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HKG,"Hong Kong SAR, China",WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,58566.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HKG,"Hong Kong SAR, China",WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,275417.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HKG,"Hong Kong SAR, China",WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y_GE9,9 years old and over,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,230500.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HKG,"Hong Kong SAR, China",WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,684871.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HKG,"Hong Kong SAR, China",WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,58566.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HKG,"Hong Kong SAR, China",WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,275417.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HKG,"Hong Kong SAR, China",WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y_GE9,9 years old and over,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,230500.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HKG,"Hong Kong SAR, China",WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,684871.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HKG,"Hong Kong SAR, China",WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,58566.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HKG,"Hong Kong SAR, China",WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,275417.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HKG,"Hong Kong SAR, China",WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y_GE9,9 years old and over,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,230500.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,2532102.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,1235498.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,1296604.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,210689.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,102797.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,107891.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,1063552.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,518951.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,544601.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y_GE9,9 years old and over,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,631933.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y_GE9,9 years old and over,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,308310.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y_GE9,9 years old and over,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,323623.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,2532102.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,210689.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,1063552.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y_GE9,9 years old and over,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,631933.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,480376.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,42111.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,198885.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y_GE9,9 years old and over,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,124898.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,480376.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,42111.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,198885.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y_GE9,9 years old and over,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,124898.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2001,1144268.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2001,556798.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2001,587470.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2001,98848.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2001,48195.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2001,50653.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2001,495438.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2001,241175.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2001,254263.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,1144268.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,556798.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,587470.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,98848.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,48195.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,50653.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,495438.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,241175.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2006,254263.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,1144268.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,556798.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,587470.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,98848.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,48195.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y10,10 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,50653.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,495438.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,241175.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,M,Male,Y10T14,10 to 14 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,254263.0,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,_T,Total,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,1144268.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_LPGD_SE_LPV_POP,Population for Reference Year 2019,F,Female,Y5T16,5 to 16 years old,_T,Total,COUNT,Count,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,556798.5,WB_LPGD,Learning Poverty Global Database,0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
